home_uid,host_uid,host_programme,label,reason,labelled_by
uns-pmf:I052,kth:DD2528,kth-cs-msc,0,"Dependability modelling of autonomous systems, not UML.","claude, blind"
uns-pmf:I052,kth:DH2321,kth-cs-msc,0,"Information visualization, not system modelling.","claude, blind"
uns-pmf:I052,kth:DH2413,kth-cs-msc,0,"Computer graphics, unrelated.","claude, blind"
uns-pmf:I052,kth:DT2119,kth-cs-msc,0,"Speech recognition, unrelated.","claude, blind"
uns-pmf:I052,kth:DT2151,kth-cs-msc,0,"Conversational systems, unrelated.","claude, blind"
uns-pmf:I052,kth:SF2930,kth-cs-msc,0,"Regression analysis, unrelated.","claude, blind"
uns-pmf:I111,kth:CM2014,kth-cs-msc,0,"Medical simulation, unrelated.","claude, blind"
uns-pmf:I111,kth:DA2210,kth-cs-msc,0,"Philosophy of science, not mathematical logic.","claude, blind"
uns-pmf:I111,kth:DD1420,kth-cs-msc,0,"Machine learning, unrelated.","claude, blind"
uns-pmf:I111,kth:DD2373,kth-cs-msc,0,"Automata and computability, not propositional and predicate logic.","claude, blind"
uns-pmf:I111,kth:DD2452,kth-cs-msc,0,Formal verification uses logic but does not teach propositional and predicate calculus and set theory.,"claude, blind"
uns-pmf:I111,kth:DD2481,kth-cs-msc,0,"Programming language principles, not mathematical logic.","claude, blind"
uns-pmf:I111,kth:DD2552,kth-cs-msc,0,"Variable seminar, no logic foundations content.","claude, blind"
uns-pmf:I111,kth:DD2557,kth-cs-msc,0,"Program semantics, not mathematical logic foundations.","claude, blind"
uns-pmf:I111,kth:SF1626,kth-cs-msc,0,"Multivariable calculus, not logic.","claude, blind"
uns-pmf:I111,kth:SF2740,kth-cs-msc,0,"Graph theory, unrelated.","claude, blind"
uns-pmf:I111,kth:SF2741,kth-cs-msc,0,Enumerative combinatorics touches posets only.,"claude, blind"
uns-pmf:I111,kth:SF2940,kth-cs-msc,0,"Probability theory, not logic.","claude, blind"
uns-pmf:I143,kth:DD1420,kth-cs-msc,0,Machine learning foundations use but do not teach linear algebra.,"claude, blind"
uns-pmf:I143,kth:DD2363,kth-cs-msc,0,"Scientific computing, not linear algebra.","claude, blind"
uns-pmf:I143,kth:DD2367,kth-cs-msc,0,"Quantum computing, not linear algebra.","claude, blind"
uns-pmf:I143,kth:DD2421,kth-cs-msc,0,"Machine learning, not linear algebra.","claude, blind"
uns-pmf:I143,kth:DD2557,kth-cs-msc,0,"Program semantics, unrelated.","claude, blind"
uns-pmf:I143,kth:DH2320,kth-cs-msc,0,"Graphics and visualization, not linear algebra.","claude, blind"
uns-pmf:I143,kth:DH2323,kth-cs-msc,0,Computer graphics uses transformations but is not linear algebra.,"claude, blind"
uns-pmf:I143,kth:SF1626,kth-cs-msc,0,"Multivariable calculus, not linear algebra.","claude, blind"
uns-pmf:I143,kth:SF2741,kth-cs-msc,0,"Combinatorics, unrelated.","claude, blind"
uns-pmf:I143,kth:SF2930,kth-cs-msc,0,"Regression analysis, not linear algebra.","claude, blind"
uns-pmf:I143,kth:SF2940,kth-cs-msc,0,"Probability theory, not linear algebra.","claude, blind"
uns-pmf:I143,kth:SF2956,kth-cs-msc,0,"Topological data analysis, unrelated.","claude, blind"
uns-pmf:I151,kth:DD2380,kth-cs-msc,2,"Covers search, heuristics, logic knowledge representation, uncertainty and NLP, matching the home course.","claude, blind"
uns-pmf:I151,kth:DD2421,kth-cs-msc,0,Machine learning covers only the brief ML part.,"claude, blind"
uns-pmf:I151,kth:DD2424,kth-cs-msc,0,"Deep learning, not classical AI.","claude, blind"
uns-pmf:I151,kth:DD2434,kth-cs-msc,0,"Advanced probabilistic ML, not classical AI.","claude, blind"
uns-pmf:I151,kth:DD2437,kth-cs-msc,0,"Neural networks, not classical AI.","claude, blind"
uns-pmf:I151,kth:DD2438,kth-cs-msc,0,"Multi-agent project on path planning, not the AI foundations syllabus.","claude, blind"
uns-pmf:I151,kth:DH2323,kth-cs-msc,0,"Computer graphics, unrelated.","claude, blind"
uns-pmf:I151,kth:DT2119,kth-cs-msc,0,"Speech recognition, not general AI.","claude, blind"
uns-pmf:I151,kth:DT2151,kth-cs-msc,0,"Conversational systems project, not AI foundations.","claude, blind"
uns-pmf:I151,kth:ID1214,kth-cs-msc,2,"Covers search, knowledge representation, reasoning, agents, NLP and ML as in the home course.","claude, blind"
uns-pmf:I151,kth:SF2972,kth-cs-msc,0,Game theory overlaps only on minimax.,"claude, blind"
uns-pmf:I162,kth:CM2014,kth-cs-msc,0,"Medical simulation methods, not numerical analysis.","claude, blind"
uns-pmf:I162,kth:DD1420,kth-cs-msc,0,"Machine learning, not numerical analysis.","claude, blind"
uns-pmf:I162,kth:DD2363,kth-cs-msc,1,"Covers numerical ODE and nonlinear equation solvers but not interpolation, quadrature or error analysis basics.","claude, blind"
uns-pmf:I162,kth:DD2365,kth-cs-msc,0,Advanced computational fluid dynamics assumes numerical analysis.,"claude, blind"
uns-pmf:I162,kth:DD2370,kth-cs-msc,0,"Numerical methods specialised to electromagnetics, assumes numerical analysis.","claude, blind"
uns-pmf:I162,kth:DD2380,kth-cs-msc,0,"Artificial intelligence, unrelated.","claude, blind"
uns-pmf:I162,kth:DD2484,kth-cs-msc,0,"Programming language topics, unrelated.","claude, blind"
uns-pmf:I162,kth:DH2323,kth-cs-msc,0,"Computer graphics, unrelated.","claude, blind"
uns-pmf:I162,kth:DT2212,kth-cs-msc,0,"Music acoustics, unrelated.","claude, blind"
uns-pmf:I162,kth:SF1626,kth-cs-msc,0,"Multivariable calculus, not numerical methods.","claude, blind"
uns-pmf:I162,kth:SF2930,kth-cs-msc,0,"Regression analysis, not numerical analysis.","claude, blind"
uns-pmf:I211,kth:DD1420,kth-cs-msc,0,"Machine learning, unrelated.","claude, blind"
uns-pmf:I211,kth:DD2257,kth-cs-msc,0,"Visualization, unrelated.","claude, blind"
uns-pmf:I211,kth:DD2373,kth-cs-msc,0,"Automata and computability, not sets, relations and logic basics.","claude, blind"
uns-pmf:I211,kth:DD2424,kth-cs-msc,0,"Deep learning, unrelated.","claude, blind"
uns-pmf:I211,kth:DD2448,kth-cs-msc,0,"Cryptography, unrelated.","claude, blind"
uns-pmf:I211,kth:DD2452,kth-cs-msc,0,Formal verification assumes logic foundations.,"claude, blind"
uns-pmf:I211,kth:DD2481,kth-cs-msc,0,"Programming language principles, not discrete foundations.","claude, blind"
uns-pmf:I211,kth:DD2542,kth-cs-msc,0,"Algorithms seminar, unrelated.","claude, blind"
uns-pmf:I211,kth:DD2552,kth-cs-msc,0,"Variable seminar, not discrete foundations.","claude, blind"
uns-pmf:I211,kth:DD2557,kth-cs-msc,0,"Program semantics, not discrete foundations.","claude, blind"
uns-pmf:I211,kth:SF2741,kth-cs-msc,0,"Combinatorics touches lattices only, no sets, functions or logic.","claude, blind"
uns-pmf:I211,kth:SF2940,kth-cs-msc,0,"Probability theory, unrelated.","claude, blind"
uns-pmf:I242,kth:DD2258,kth-cs-msc,0,"Graphics and visualization, unrelated.","claude, blind"
uns-pmf:I242,kth:DD2356,kth-cs-msc,0,"Parallel programming with OpenMP and MPI, only brief parallel architecture.","claude, blind"
uns-pmf:I242,kth:DD2358,kth-cs-msc,0,"HPC performance engineering, not computer organisation and assembler.","claude, blind"
uns-pmf:I242,kth:DD2360,kth-cs-msc,0,"GPU programming, not computer organisation fundamentals.","claude, blind"
uns-pmf:I242,kth:DD2367,kth-cs-msc,0,"Quantum computing, unrelated.","claude, blind"
uns-pmf:I242,kth:DD2410,kth-cs-msc,0,"Robotics, unrelated.","claude, blind"
uns-pmf:I242,kth:DD2437,kth-cs-msc,0,"Neural networks, unrelated.","claude, blind"
uns-pmf:I242,kth:DD2481,kth-cs-msc,0,"Programming language theory, unrelated.","claude, blind"
uns-pmf:I242,kth:DD2484,kth-cs-msc,0,"Programming language topics, unrelated.","claude, blind"
uns-pmf:I242,kth:DH2323,kth-cs-msc,0,"Computer graphics, unrelated.","claude, blind"
uns-pmf:I242,kth:ID2200,kth-cs-msc,0,"Operating systems, not computer architecture.","claude, blind"
uns-pmf:I242,kth:ID2202,kth-cs-msc,0,Compilers generate machine code but do not teach computer organisation.,"claude, blind"
uns-pmf:I251,kth:DD2358,kth-cs-msc,0,"High performance computing, not software engineering.","claude, blind"
uns-pmf:I251,kth:DD2452,kth-cs-msc,0,"Formal verification methods, only touches formal specification.","claude, blind"
uns-pmf:I251,kth:DD2459,kth-cs-msc,1,"Covers testing and requirements modelling, only part of the software engineering syllabus.","claude, blind"
uns-pmf:I251,kth:DD2480,kth-cs-msc,2,"Covers requirements, life cycle, design, testing, QA and estimation and measurement, matching the home course.","claude, blind"
uns-pmf:I251,kth:DD2481,kth-cs-msc,0,"Programming language principles, not software process.","claude, blind"
uns-pmf:I251,kth:DD2482,kth-cs-msc,1,"Covers testing and delivery pipelines but not requirements, design or process models.","claude, blind"
uns-pmf:I251,kth:DD2484,kth-cs-msc,0,"Programming language topics, unrelated.","claude, blind"
uns-pmf:I251,kth:DD2489,kth-cs-msc,0,"Functional programming practice, not software engineering process and methods.","claude, blind"
uns-pmf:I251,kth:DD2528,kth-cs-msc,0,"Dependability of autonomous systems, not general software engineering.","claude, blind"
uns-pmf:I251,kth:DH2408,kth-cs-msc,0,"Usability evaluation, not software engineering.","claude, blind"
uns-pmf:I251,kth:ID2202,kth-cs-msc,0,"Compiler construction, not software engineering.","claude, blind"
uns-pmf:I262,kth:DD2452,kth-cs-msc,0,"Formal verification, unrelated.","claude, blind"
uns-pmf:I262,kth:DD2477,kth-cs-msc,0,"Information retrieval, not web information systems.","claude, blind"
uns-pmf:I262,kth:DD2480,kth-cs-msc,0,"Software engineering methods, not web information system implementation.","claude, blind"
uns-pmf:I262,kth:DD2481,kth-cs-msc,0,"Programming language theory, unrelated.","claude, blind"
uns-pmf:I262,kth:DD2484,kth-cs-msc,0,"Programming language topics, unrelated.","claude, blind"
uns-pmf:I262,kth:DD2489,kth-cs-msc,0,"Functional programming with some web development, not Java ORM and servlets.","claude, blind"
uns-pmf:I262,kth:DD2525,kth-cs-msc,0,"Language-based security, not application development.","claude, blind"
uns-pmf:I262,kth:DH2321,kth-cs-msc,0,"Information visualization, unrelated.","claude, blind"
uns-pmf:I262,kth:DT2119,kth-cs-msc,0,"Speech recognition, unrelated.","claude, blind"
uns-pmf:I262,kth:ID2202,kth-cs-msc,0,"Compiler construction, unrelated.","claude, blind"
uns-pmf:I262,kth:IK2206,kth-cs-msc,0,"Internet security, not three-tier application development.","claude, blind"
uns-pmf:I263,kth:DD2258,kth-cs-msc,0,"Graphics and image processing, unrelated.","claude, blind"
uns-pmf:I263,kth:DD2452,kth-cs-msc,0,"Formal verification, unrelated.","claude, blind"
uns-pmf:I263,kth:DD2481,kth-cs-msc,0,"Programming language theory, unrelated.","claude, blind"
uns-pmf:I263,kth:DD2484,kth-cs-msc,0,"Advanced language topics, unrelated.","claude, blind"
uns-pmf:I263,kth:DD2489,kth-cs-msc,0,Functional programming course with only a web development strand.,"claude, blind"
uns-pmf:I263,kth:DD2525,kth-cs-msc,0,"Security of web applications, not building them.","claude, blind"
uns-pmf:I263,kth:DD2552,kth-cs-msc,0,"Theory seminar, unrelated to web programming.","claude, blind"
uns-pmf:I263,kth:DH2321,kth-cs-msc,0,"Visualization design with D3, not general web programming.","claude, blind"
uns-pmf:I263,kth:ID2202,kth-cs-msc,0,"Compiler construction, unrelated.","claude, blind"
uns-pmf:I263,kth:IK1203,kth-cs-msc,0,"Computer networking with HTTP basics, not web application programming.","claude, blind"
uns-pmf:I263,kth:IK2206,kth-cs-msc,0,"Internet security, not web application programming.","claude, blind"
uns-pmf:I321,kth:DD2367,kth-cs-msc,0,"Quantum computing, not digital electronics.","claude, blind"
uns-pmf:I321,kth:DD2395,kth-cs-msc,0,"Computer security, unrelated.","claude, blind"
uns-pmf:I321,kth:DD2410,kth-cs-msc,0,"Robotics, not digital electronics.","claude, blind"
uns-pmf:I321,kth:DD2448,kth-cs-msc,0,"Cryptography, unrelated.","claude, blind"
uns-pmf:I321,kth:DD2452,kth-cs-msc,0,"Formal methods, unrelated.","claude, blind"
uns-pmf:I321,kth:DD2485,kth-cs-msc,0,"Blockchain programming, unrelated.","claude, blind"
uns-pmf:I321,kth:DH2400,kth-cs-msc,0,Physical interaction design touches basic circuits only.,"claude, blind"
uns-pmf:I321,kth:DT2212,kth-cs-msc,0,"Music acoustics, not electronics.","claude, blind"
uns-pmf:I321,kth:IK2218,kth-cs-msc,0,"Internet protocols, unrelated.","claude, blind"
uns-pmf:I321,kth:IV1013,kth-cs-msc,0,"Computer security, unrelated.","claude, blind"
uns-pmf:I322,kth:DD2258,kth-cs-msc,0,"Graphics and visualization course, not a software tools lab.","claude, blind"
uns-pmf:I322,kth:DD2360,kth-cs-msc,0,"GPU programming, not software tools.","claude, blind"
uns-pmf:I322,kth:DD2459,kth-cs-msc,0,"Software testing, not software tools practice.","claude, blind"
uns-pmf:I322,kth:DD2460,kth-cs-msc,0,"Software safety verification, not general software tools.","claude, blind"
uns-pmf:I322,kth:DD2477,kth-cs-msc,0,"Information retrieval, unrelated.","claude, blind"
uns-pmf:I322,kth:DD2480,kth-cs-msc,0,"Software engineering methods, not application tools.","claude, blind"
uns-pmf:I322,kth:DD2481,kth-cs-msc,0,"Programming language theory, not software tools.","claude, blind"
uns-pmf:I322,kth:DD2484,kth-cs-msc,0,"Advanced language topics, not software tools.","claude, blind"
uns-pmf:I322,kth:DD2552,kth-cs-msc,0,"Theory seminar, unrelated.","claude, blind"
uns-pmf:I322,kth:DH2323,kth-cs-msc,0,"Computer graphics course, not a software tools lab.","claude, blind"
uns-pmf:I322,kth:DH2413,kth-cs-msc,0,"Advanced graphics course, not a software tools lab.","claude, blind"
uns-pmf:I342,kth:DD2257,kth-cs-msc,0,"Visualization, unrelated.","claude, blind"
uns-pmf:I342,kth:DD2420,kth-cs-msc,0,"Probabilistic graphical models, not graph theory.","claude, blind"
uns-pmf:I342,kth:DD2421,kth-cs-msc,0,"Machine learning, unrelated.","claude, blind"
uns-pmf:I342,kth:DD2440,kth-cs-msc,0,Advanced algorithms assume graph theory basics.,"claude, blind"
uns-pmf:I342,kth:DD2459,kth-cs-msc,0,"Software testing with coverage graphs, not graph theory.","claude, blind"
uns-pmf:I342,kth:DD2542,kth-cs-msc,0,"Algorithms seminar, unrelated.","claude, blind"
uns-pmf:I342,kth:SF2740,kth-cs-msc,1,"Covers planarity, colouring and connectivity in depth but not the combinatorics or graph algorithms.","claude, blind"
uns-pmf:I342,kth:SF2741,kth-cs-msc,1,Covers enumerative combinatorics but not the graph theory part.,"claude, blind"
uns-pmf:I342,kth:SF2930,kth-cs-msc,0,"Regression analysis, unrelated.","claude, blind"
uns-pmf:I342,kth:SF2956,kth-cs-msc,0,"Topological data analysis, unrelated.","claude, blind"
uns-pmf:I342,kth:SF2972,kth-cs-msc,0,"Game theory, unrelated.","claude, blind"
uns-pmf:I364,kth:DD1420,kth-cs-msc,0,"Machine learning with minor information theory, no coding theory.","claude, blind"
uns-pmf:I364,kth:DD2380,kth-cs-msc,0,"Artificial intelligence, unrelated.","claude, blind"
uns-pmf:I364,kth:DD2421,kth-cs-msc,0,"Machine learning, unrelated.","claude, blind"
uns-pmf:I364,kth:DD2445,kth-cs-msc,0,"Complexity theory, unrelated.","claude, blind"
uns-pmf:I364,kth:DD2448,kth-cs-msc,0,"Cryptography with entropy background, not coding theory.","claude, blind"
uns-pmf:I364,kth:DD2481,kth-cs-msc,0,"Programming language theory, unrelated.","claude, blind"
uns-pmf:I364,kth:DD2484,kth-cs-msc,0,"Advanced language topics, unrelated.","claude, blind"
uns-pmf:I364,kth:DD2542,kth-cs-msc,0,"Algorithms seminar, unrelated.","claude, blind"
uns-pmf:I364,kth:DD2552,kth-cs-msc,0,"Formal methods seminar, unrelated.","claude, blind"
uns-pmf:I364,kth:IK1203,kth-cs-msc,0,Networking mentions error detection only.,"claude, blind"
uns-pmf:I364,kth:IK2206,kth-cs-msc,0,Internet security with only a brief information theory intro.,"claude, blind"
uns-pmf:I364,kth:SF2930,kth-cs-msc,0,"Regression analysis, unrelated.","claude, blind"
uns-pmf:I364,kth:SF2940,kth-cs-msc,0,"Probability theory, not information theory.","claude, blind"
uns-pmf:M-05,kth:DA2210,kth-cs-msc,0,"Philosophy of science, not accounting.","claude, blind"
uns-pmf:M-05,kth:DD2417,kth-cs-msc,0,"Language engineering, not accounting.","claude, blind"
uns-pmf:M-05,kth:DD2430,kth-cs-msc,0,"Data science project, not accounting.","claude, blind"
uns-pmf:M-05,kth:DD2444,kth-cs-msc,0,"Scientific computing project, not accounting.","claude, blind"
uns-pmf:M-05,kth:DD2452,kth-cs-msc,0,"Formal methods, not accounting.","claude, blind"
uns-pmf:M-05,kth:DD2481,kth-cs-msc,0,"Programming languages, not accounting.","claude, blind"
uns-pmf:M-05,kth:DD2484,kth-cs-msc,0,"Programming languages, not accounting.","claude, blind"
uns-pmf:M-05,kth:DD2485,kth-cs-msc,0,"Blockchain programming, not accounting.","claude, blind"
uns-pmf:M-05,kth:DD2525,kth-cs-msc,0,"Language-based security, not accounting.","claude, blind"
uns-pmf:M-05,kth:DH2408,kth-cs-msc,0,"HCI evaluation, not accounting.","claude, blind"
uns-pmf:M-05,kth:DT2151,kth-cs-msc,0,"Conversational systems, not accounting.","claude, blind"
uns-pmf:M-05,kth:DT2212,kth-cs-msc,0,"Music acoustics, not accounting.","claude, blind"
uns-pmf:M-05,kth:ID2200,kth-cs-msc,0,"Operating systems, not accounting.","claude, blind"
uns-pmf:M3-22,kth:CM2014,kth-cs-msc,0,"Medical simulation, unrelated.","claude, blind"
uns-pmf:M3-22,kth:DD1420,kth-cs-msc,0,"Machine learning, not financial mathematics.","claude, blind"
uns-pmf:M3-22,kth:DD2363,kth-cs-msc,0,"Scientific computing, not financial mathematics.","claude, blind"
uns-pmf:M3-22,kth:DD2380,kth-cs-msc,0,"Artificial intelligence, unrelated.","claude, blind"
uns-pmf:M3-22,kth:DD2481,kth-cs-msc,0,"Programming languages, not financial mathematics.","claude, blind"
uns-pmf:M3-22,kth:DD2484,kth-cs-msc,0,"Programming languages, unrelated.","claude, blind"
uns-pmf:M3-22,kth:DD2489,kth-cs-msc,0,"Functional programming, unrelated.","claude, blind"
uns-pmf:M3-22,kth:IK1203,kth-cs-msc,0,"Computer networking, unrelated.","claude, blind"
uns-pmf:M3-22,kth:SF1626,kth-cs-msc,0,"Multivariable calculus, not financial mathematics.","claude, blind"
uns-pmf:M3-22,kth:SF2741,kth-cs-msc,0,"Combinatorics, not financial mathematics.","claude, blind"
uns-pmf:M3-22,kth:SF2930,kth-cs-msc,0,"Regression analysis, not financial mathematics.","claude, blind"
uns-pmf:M3-22,kth:SF2940,kth-cs-msc,0,"Probability theory, not interest, annuities or bonds.","claude, blind"
uns-pmf:M3-22,kth:SF2972,kth-cs-msc,0,"Game theory, not financial mathematics.","claude, blind"
uns-pmf:M3-23,kth:DD1420,kth-cs-msc,0,"Machine learning, unrelated.","claude, blind"
uns-pmf:M3-23,kth:DD2401,kth-cs-msc,0,"Neuroscience, unrelated.","claude, blind"
uns-pmf:M3-23,kth:DD2452,kth-cs-msc,0,"Formal methods, unrelated.","claude, blind"
uns-pmf:M3-23,kth:DD2467,kth-cs-msc,0,"Theoretical CS project, not public finance.","claude, blind"
uns-pmf:M3-23,kth:DD2481,kth-cs-msc,0,"Programming languages, unrelated.","claude, blind"
uns-pmf:M3-23,kth:DD2484,kth-cs-msc,0,"Programming languages, unrelated.","claude, blind"
uns-pmf:M3-23,kth:DD2552,kth-cs-msc,0,"Theory seminar, unrelated.","claude, blind"
uns-pmf:M3-23,kth:DH2400,kth-cs-msc,0,"Physical interaction design, unrelated.","claude, blind"
uns-pmf:M3-23,kth:DT2212,kth-cs-msc,0,"Music acoustics, unrelated.","claude, blind"
uns-pmf:M3-23,kth:ID2200,kth-cs-msc,0,"Operating systems, unrelated.","claude, blind"
uns-pmf:M3-23,kth:IK2218,kth-cs-msc,0,"Internet protocols, unrelated.","claude, blind"
uns-pmf:M3-23,kth:SF2940,kth-cs-msc,0,"Probability theory, unrelated.","claude, blind"
uns-pmf:I021,polimi:052512,polimi-ecs-bsc,0,"Bioinformatics sequence algorithms, not basic data structures.","claude, blind"
uns-pmf:I021,polimi:054303,polimi-ecs-bsc,0,"Networking, unrelated.","claude, blind"
uns-pmf:I021,polimi:063579,polimi-ecs-bsc,0,"Databases, unrelated.","claude, blind"
uns-pmf:I021,polimi:082746,polimi-ecs-bsc,0,Intro C programming without dynamic data structures.,"claude, blind"
uns-pmf:I021,polimi:085879,polimi-ecs-bsc,0,"Systems programming and computer organisation, not data structures.","claude, blind"
uns-pmf:I021,polimi:085887,polimi-ecs-bsc,0,"Databases, unrelated.","claude, blind"
uns-pmf:I021,polimi:086067,polimi-ecs-bsc,1,"Covers stacks, queues, trees and complexity, but mixed with automata and computability theory.","claude, blind"
uns-pmf:I021,polimi:089013,polimi-ecs-bsc,0,"Robotics, unrelated.","claude, blind"
uns-pmf:I021,polimi:089020,polimi-ecs-bsc,0,Generic project course with unspecified content.,"claude, blind"
uns-pmf:I032,polimi:051234,polimi-ecs-bsc,0,"Software defined networking, unrelated.","claude, blind"
uns-pmf:I032,polimi:052510,polimi-ecs-bsc,1,"Covers OO design in Java, but as a software engineering course rather than OOP fundamentals.","claude, blind"
uns-pmf:I032,polimi:056889,polimi-ecs-bsc,0,"Artificial intelligence, unrelated.","claude, blind"
uns-pmf:I032,polimi:063150,polimi-ecs-bsc,0,"Economics, unrelated.","claude, blind"
uns-pmf:I032,polimi:063579,polimi-ecs-bsc,0,"Databases, unrelated.","claude, blind"
uns-pmf:I032,polimi:082746,polimi-ecs-bsc,0,"Procedural C programming, not object-oriented programming.","claude, blind"
uns-pmf:I032,polimi:085879,polimi-ecs-bsc,0,"Systems and architecture, not OOP.","claude, blind"
uns-pmf:I032,polimi:085887,polimi-ecs-bsc,0,"Databases, unrelated.","claude, blind"
uns-pmf:I032,polimi:089020,polimi-ecs-bsc,0,Generic project course with unspecified content.,"claude, blind"
uns-pmf:I034,polimi:051230,polimi-ecs-bsc,0,"Network security with some number theory, not combinatorics.","claude, blind"
uns-pmf:I034,polimi:052512,polimi-ecs-bsc,0,"Bioinformatics algorithms, not discrete mathematics.","claude, blind"
uns-pmf:I034,polimi:082740,polimi-ecs-bsc,0,"Calculus, unrelated.","claude, blind"
uns-pmf:I034,polimi:085903,polimi-ecs-bsc,0,"Logic, relations and algebraic structures, no combinatorics or graph theory.","claude, blind"
uns-pmf:I034,polimi:086067,polimi-ecs-bsc,0,"Automata and algorithms, no combinatorics or graph theory.","claude, blind"
uns-pmf:I034,polimi:089013,polimi-ecs-bsc,0,"Robotics, unrelated.","claude, blind"
uns-pmf:I034,polimi:089020,polimi-ecs-bsc,0,Generic project course with unspecified content.,"claude, blind"
uns-pmf:I034,polimi:099319,polimi-ecs-bsc,0,"Probability and statistics, not combinatorics and graphs.","claude, blind"
uns-pmf:I034,polimi:099322,polimi-ecs-bsc,0,"Signals and systems, unrelated.","claude, blind"
uns-pmf:I052,polimi:052510,polimi-ecs-bsc,1,"Teaches UML for architecture and requirements, but inside a broader SE course.","claude, blind"
uns-pmf:I052,polimi:052511,polimi-ecs-bsc,0,"Information systems management and BPM, not UML modelling.","claude, blind"
uns-pmf:I052,polimi:056889,polimi-ecs-bsc,0,"Artificial intelligence, unrelated.","claude, blind"
uns-pmf:I052,polimi:059429,polimi-ecs-bsc,0,"HCI design, not UML.","claude, blind"
uns-pmf:I052,polimi:063149,polimi-ecs-bsc,0,"Information systems management and BPM, not UML modelling.","claude, blind"
uns-pmf:I052,polimi:063579,polimi-ecs-bsc,0,"ER database design, not UML system modelling.","claude, blind"
uns-pmf:I052,polimi:082746,polimi-ecs-bsc,0,"Intro programming, unrelated.","claude, blind"
uns-pmf:I052,polimi:085887,polimi-ecs-bsc,0,"ER database design, not UML.","claude, blind"
uns-pmf:I111,polimi:051230,polimi-ecs-bsc,0,"Network security, unrelated.","claude, blind"
uns-pmf:I111,polimi:056889,polimi-ecs-bsc,0,"Artificial intelligence, unrelated.","claude, blind"
uns-pmf:I111,polimi:082740,polimi-ecs-bsc,0,"Calculus, unrelated.","claude, blind"
uns-pmf:I111,polimi:085877,polimi-ecs-bsc,0,"Digital logic circuits, not mathematical logic.","claude, blind"
uns-pmf:I111,polimi:085903,polimi-ecs-bsc,2,"Covers relations, maps, cardinality, propositional and first-order logic, prenex form and formal systems.","claude, blind"
uns-pmf:I111,polimi:086067,polimi-ecs-bsc,0,Automata and algorithms; logic appears only as a modelling tool.,"claude, blind"
uns-pmf:I111,polimi:099319,polimi-ecs-bsc,0,"Probability and statistics, unrelated.","claude, blind"
uns-pmf:I143,polimi:052425,polimi-ecs-bsc,0,"Multivariable calculus, not linear algebra.","claude, blind"
uns-pmf:I143,polimi:054221,polimi-ecs-bsc,0,"Numerical methods for linear systems, not linear algebra theory.","claude, blind"
uns-pmf:I143,polimi:056889,polimi-ecs-bsc,0,"Artificial intelligence, unrelated.","claude, blind"
uns-pmf:I143,polimi:082740,polimi-ecs-bsc,0,"Single-variable calculus, not linear algebra.","claude, blind"
uns-pmf:I143,polimi:082747,polimi-ecs-bsc,2,"Covers matrices, linear maps, systems, eigenvalues and Euclidean spaces.","claude, blind"
uns-pmf:I143,polimi:082748,polimi-ecs-bsc,0,"Circuit theory, unrelated.","claude, blind"
uns-pmf:I143,polimi:086067,polimi-ecs-bsc,0,"Theory of computation and algorithms, unrelated.","claude, blind"
uns-pmf:I143,polimi:099319,polimi-ecs-bsc,0,"Probability and statistics, unrelated.","claude, blind"
uns-pmf:I151,polimi:052510,polimi-ecs-bsc,0,"Software engineering, unrelated.","claude, blind"
uns-pmf:I151,polimi:056889,polimi-ecs-bsc,2,"Classical AI course covering problem modelling and resolution methods, matching the home AI course.","claude, blind"
uns-pmf:I151,polimi:063149,polimi-ecs-bsc,0,"Information systems management, unrelated.","claude, blind"
uns-pmf:I151,polimi:063579,polimi-ecs-bsc,0,"Databases, unrelated.","claude, blind"
uns-pmf:I151,polimi:082746,polimi-ecs-bsc,0,"Intro programming, unrelated.","claude, blind"
uns-pmf:I151,polimi:085877,polimi-ecs-bsc,0,"Digital logic design, unrelated.","claude, blind"
uns-pmf:I151,polimi:085887,polimi-ecs-bsc,0,"Databases, unrelated.","claude, blind"
uns-pmf:I151,polimi:086067,polimi-ecs-bsc,0,"Automata and algorithms, not AI.","claude, blind"
uns-pmf:I151,polimi:089013,polimi-ecs-bsc,0,"Robotics with path planning, not a general AI course.","claude, blind"
uns-pmf:I151,polimi:089020,polimi-ecs-bsc,0,Generic project course with unspecified content.,"claude, blind"
uns-pmf:I162,polimi:052425,polimi-ecs-bsc,0,"Multivariable calculus, not numerical methods.","claude, blind"
uns-pmf:I162,polimi:054221,polimi-ecs-bsc,2,"Covers errors, interpolation, numerical integration, nonlinear equations, linear systems and ODEs.","claude, blind"
uns-pmf:I162,polimi:056889,polimi-ecs-bsc,0,"Artificial intelligence, unrelated.","claude, blind"
uns-pmf:I162,polimi:059430,polimi-ecs-bsc,0,"Inverse problems for remote sensing, not general numerical analysis.","claude, blind"
uns-pmf:I162,polimi:082740,polimi-ecs-bsc,0,"Calculus, not numerical methods.","claude, blind"
uns-pmf:I162,polimi:088804,polimi-ecs-bsc,0,"Mechanics, unrelated.","claude, blind"
uns-pmf:I162,polimi:099319,polimi-ecs-bsc,0,"Probability and statistics, unrelated.","claude, blind"
uns-pmf:I211,polimi:063579,polimi-ecs-bsc,0,"Databases, unrelated.","claude, blind"
uns-pmf:I211,polimi:082740,polimi-ecs-bsc,0,"Calculus, unrelated.","claude, blind"
