home_uid,host_uid,llm_label,llm_reason,label,checked
uns-pmf:I032,utwente:202200243,0,modelling project,0,yes
uns-pmf:I032,utwente:202200239,0,modelling project,0,yes
uns-pmf:I032,utwente:202500367,0,data structures,0,yes
uns-pmf:I032,utwente:202200142,1,"programming is taught, but in service of mathematical modelling rather than object orientation",0,yes
uns-pmf:I032,utwente:202500369,0,abstract algebra,0,yes
uns-pmf:I032,utwente:202200236,0,linear structures,0,yes
uns-pmf:I032,utwente:202500368,0,grammars and automata,0,yes
uns-pmf:I032,utwente:202001234,0,discrete mathematics,0,yes
uns-pmf:I032,utwente:202001193,0,introductory mathematics,0,yes
uns-pmf:I032,utwente:201600167,0,mathematical analysis,0,yes
uns-pmf:I032,utwente:202400634,0,learning theory,0,yes
uns-pmf:I032,utwente:202300028,0,optimisation,0,yes
uns-pmf:I032,utwente:202200337,0,stochastic models,0,yes
uns-pmf:I033,utwente:202500367,2,"elementary data structures and the algorithms over them, including trees and sorting",2,yes
uns-pmf:I033,utwente:202500369,0,abstract algebra,0,yes
uns-pmf:I033,utwente:202001363,1,"implements one graph algorithm, practice without the breadth",0,yes
uns-pmf:I033,utwente:202200141,0,linear systems,0,yes
uns-pmf:I033,utwente:202400631,0,"graph theory as mathematics, not as data structures",0,yes
uns-pmf:I033,utwente:202500366,1,"classic discrete algorithms, overlapping with the greedy and dynamic programming part",0,yes
uns-pmf:I033,utwente:202001193,0,introductory mathematics,0,yes
uns-pmf:I033,utwente:202200236,0,linear structures,0,yes
uns-pmf:I033,utwente:202001234,0,discrete mathematics,0,yes
uns-pmf:I033,utwente:202001237,0,linear algebra,0,yes
uns-pmf:I033,utwente:202200337,0,stochastic models,0,yes
uns-pmf:I033,utwente:202400634,0,learning theory,0,yes
uns-pmf:I033,utwente:202300026,0,mathematical statistics,0,yes
uns-pmf:I033,utwente:202200239,0,modelling project,0,yes
uns-pmf:I034,utwente:202400631,1,"graph theory in depth, which is one half of the home course",1,yes
uns-pmf:I034,utwente:202500366,1,the algorithmic half: classic algorithms over discrete structures,1,yes
uns-pmf:I034,utwente:202001234,2,discrete mathematics covering the counting and graph material of the home course,0,yes
uns-pmf:I034,utwente:202001193,0,introductory mathematics,1,yes
uns-pmf:I034,utwente:202500367,0,data structures,0,yes
uns-pmf:I034,utwente:202500369,0,abstract algebra,0,yes
uns-pmf:I034,utwente:202001363,0,one algorithm implementation project,0,yes
uns-pmf:I034,utwente:202001237,0,linear algebra,0,yes
uns-pmf:I034,utwente:202200141,0,linear systems,0,yes
uns-pmf:I034,utwente:201600167,0,mathematical analysis,0,yes
uns-pmf:I034,utwente:202400634,0,learning theory,0,yes
uns-pmf:I034,utwente:202500460,0,real analysis,0,yes
uns-pmf:I034,utwente:202300027,0,linear optimisation,0,yes
uns-pmf:I141,utwente:202500368,1,"grammars and automata give the syntax half, with no comparison of paradigms",0,yes
uns-pmf:I141,utwente:202200142,0,programming for mathematical modelling in one language,0,yes
uns-pmf:I141,utwente:202300018,0,reflection course,0,yes
uns-pmf:I141,utwente:202200141,0,linear systems,0,yes
uns-pmf:I141,utwente:202001234,0,discrete mathematics,0,yes
uns-pmf:I141,utwente:202001363,0,algorithm project,0,yes
uns-pmf:I141,utwente:202500367,0,data structures,0,yes
uns-pmf:I141,utwente:202200243,0,modelling project,0,yes
uns-pmf:I141,utwente:201600167,0,mathematical analysis,0,yes
uns-pmf:I141,utwente:202400635,0,sequential decision-making,0,yes
uns-pmf:I141,utwente:202500369,0,abstract algebra,0,yes
uns-pmf:I141,utwente:202200239,0,modelling project,0,yes
uns-pmf:I141,utwente:202001193,0,introductory mathematics,0,yes
uns-pmf:I141,utwente:202400634,0,learning theory,0,yes
uns-pmf:I141,utwente:202001237,0,linear algebra,0,yes
uns-pmf:I144,utwente:202200141,1,"vector spaces, inner products and matrices, without the geometry of conics and transformations",1,yes
uns-pmf:I052,utwente:202200243,0,"mathematical modelling, not uml system modelling",0,yes
uns-pmf:I052,utwente:202300157,0,mathematical modelling,0,yes
uns-pmf:I052,utwente:202500368,0,grammars and automata,0,yes
uns-pmf:I052,utwente:202200142,0,mathematical modelling,0,yes
uns-pmf:I052,utwente:202200339,0,stochastic modelling project,0,yes
uns-pmf:I052,utwente:202200336,0,markov chains,0,yes
uns-pmf:I052,utwente:202001234,0,discrete mathematics,0,yes
uns-pmf:I052,utwente:202200338,0,stochastic simulation,0,yes
uns-pmf:I052,utwente:202300018,0,reflection course,0,yes
uns-pmf:I052,utwente:202400348,0,philosophy of mathematics,0,yes
uns-pmf:I052,utwente:202300196,0,modelling project,0,yes
uns-pmf:I052,utwente:202300156,0,modelling project,0,yes
uns-pmf:I052,utwente:202400634,0,learning theory,0,yes
uns-pmf:I052,utwente:202001237,0,linear algebra,0,yes
uns-pmf:I052,utwente:202200239,0,modelling project,0,yes
uns-pmf:I152,utwente:202500367,1,"algorithmic complexity in practice, not the theory of np-completeness",1,yes
uns-pmf:I152,utwente:202500366,1,classic algorithms and their analysis,1,yes
uns-pmf:I152,utwente:202001234,0,discrete mathematics,0,yes
uns-pmf:I152,utwente:202300028,0,optimisation,0,yes
uns-pmf:I152,utwente:202400631,0,graph theory,0,yes
uns-pmf:I152,utwente:202500368,1,grammars and automata give the computability side without the complexity classes,1,yes
uns-pmf:I152,utwente:202001193,0,introductory mathematics,0,yes
uns-pmf:I152,utwente:202200241,0,numerical mathematics,0,yes
uns-pmf:I152,utwente:202500460,0,real analysis,0,yes
uns-pmf:I152,utwente:201600167,0,mathematical analysis,0,yes
uns-pmf:I152,utwente:202300026,0,mathematical statistics,0,yes
uns-pmf:I152,utwente:202400660,0,real analysis,0,yes
uns-pmf:I152,utwente:202300027,0,linear optimisation,0,yes
uns-pmf:I152,utwente:202200238,0,systems theory,0,yes
uns-pmf:I152,utwente:202300017,0,multidimensional analysis,0,yes
uns-pmf:I211,utwente:202001234,2,"sets, relations, counting and logic, the same foundational material",2,yes
uns-pmf:I211,utwente:202001193,1,introductory mathematics covering part of the same foundations,1,yes
uns-pmf:I211,utwente:202500368,0,grammars and automata,0,yes
uns-pmf:I211,utwente:201600167,1,"develops the formal language of mathematics, overlapping in part",1,yes
uns-pmf:I211,utwente:202500460,0,real analysis,0,yes
uns-pmf:I211,utwente:202500369,0,abstract algebra,0,yes
uns-pmf:I211,utwente:202200141,0,linear systems,0,yes
uns-pmf:I211,utwente:202500367,0,data structures,0,yes
uns-pmf:I211,utwente:202400631,0,graph theory,0,yes
uns-pmf:I211,utwente:202400634,0,learning theory,0,yes
uns-pmf:I211,utwente:202300157,0,modelling project,0,yes
uns-pmf:I211,utwente:202200243,0,modelling project,0,yes
uns-pmf:I211,utwente:202200142,0,modelling and programming,0,yes
uns-pmf:I211,utwente:202001344,0,probability theory,0,yes
uns-pmf:I211,utwente:202300018,0,reflection course,0,yes
uns-pmf:I212,utwente:202400660,1,the continuation of the analysis line,1,yes
uns-pmf:I212,utwente:202001215,1,"calculus for other programmes, starting from differential equations",1,yes
uns-pmf:I212,utwente:202500460,2,"real analysis of one variable, the same first course",1,yes
uns-pmf:I212,utwente:202001201,1,integration theory for one variable,1,yes
uns-pmf:I212,utwente:202300055,1,a basic calculus course below this level,1,yes
uns-pmf:I212,utwente:202001234,0,discrete mathematics,0,yes
uns-pmf:I212,utwente:201600167,1,foundations of analysis,1,yes
uns-pmf:I212,utwente:202200179,1,sequences and series,1,yes
uns-pmf:I212,utwente:202300018,0,reflection course,0,yes
uns-pmf:I212,utwente:202001193,1,introductory mathematics with a calculus part,1,yes
uns-pmf:I212,utwente:202300017,0,multidimensional analysis,0,yes
uns-pmf:I212,utwente:201500405,0,complex function theory,0,yes
uns-pmf:I221,utwente:202200338,0,stochastic simulation,0,yes
uns-pmf:I221,utwente:202400635,0,sequential decision-making,0,yes
uns-pmf:I221,utwente:202200339,0,stochastic modelling project,0,yes
uns-pmf:I221,utwente:202200142,0,modelling and programming,0,yes
uns-pmf:I221,utwente:202400633,0,reflection course,0,yes
uns-pmf:I221,utwente:202001363,0,algorithm project,0,yes
uns-pmf:I221,utwente:202300026,0,mathematical statistics,0,yes
uns-pmf:I221,utwente:202300157,0,modelling project,0,yes
uns-pmf:I221,utwente:202200243,0,modelling project,0,yes
uns-pmf:I221,utwente:202001237,0,linear algebra,0,yes
uns-pmf:I221,utwente:201600167,0,mathematical analysis,0,yes
uns-pmf:I221,utwente:202001379,0,graduation project,0,yes
uns-pmf:I221,utwente:202400631,0,graph theory,0,yes
uns-pmf:I221,utwente:202300018,0,reflection course,0,yes
uns-pmf:I221,utwente:202300028,0,optimisation,0,yes
uns-pmf:I221,utwente:202400634,0,learning theory,0,yes
uns-pmf:I221,utwente:202300027,0,linear optimisation,0,yes
uns-pmf:I221,utwente:202200238,0,systems theory,0,yes
uns-pmf:I222,utwente:202200236,1,the continuation of linear structures,0,yes
uns-pmf:I241,utwente:202200236,0,linear structures,0,yes
uns-pmf:I241,utwente:202200243,0,modelling project,0,yes
uns-pmf:I241,utwente:202500367,0,data structures,0,yes
uns-pmf:I241,utwente:202300157,0,modelling project,0,yes
uns-pmf:I241,utwente:202300196,0,modelling project,0,yes
uns-pmf:I241,utwente:202001363,0,algorithm project,0,yes
uns-pmf:I241,utwente:202300026,0,mathematical statistics,0,yes
uns-pmf:I241,utwente:202200141,0,linear systems,0,yes
uns-pmf:I241,utwente:202200239,0,modelling project,0,yes
uns-pmf:I241,utwente:202200339,0,stochastic modelling project,0,yes
uns-pmf:I241,utwente:202400633,0,reflection course,0,yes
uns-pmf:I241,utwente:202400634,0,learning theory,0,yes
uns-pmf:I241,utwente:202300156,0,modelling project,0,yes
uns-pmf:I241,utwente:202300028,0,optimisation,0,yes
uns-pmf:I241,utwente:201600167,0,mathematical analysis,0,yes
uns-pmf:M-02,utwente:202400633,0,reflection course in mathematics,0,yes
uns-pmf:M-02,utwente:201600167,0,mathematical analysis,0,yes
uns-pmf:M-02,utwente:202001385,0,graduation project,0,yes
uns-pmf:M-02,utwente:202300018,0,reflection course,0,yes
uns-pmf:M-02,utwente:202200142,0,modelling and programming,0,yes
uns-pmf:M-02,utwente:202001379,0,graduation project,0,yes
uns-pmf:M-02,utwente:202300156,0,modelling project,0,yes
uns-pmf:M-02,utwente:202001380,0,reflection course,0,yes
uns-pmf:M-02,utwente:202400348,0,philosophy of mathematics,0,yes
uns-pmf:M-02,utwente:202001234,0,discrete mathematics,0,yes
uns-pmf:M-02,utwente:202200239,0,modelling project,0,yes
uns-pmf:M-02,utwente:202300196,0,modelling project,0,yes
uns-pmf:M3-21,utwente:201600167,0,"mathematical analysis, no economics",0,yes
uns-pmf:M3-21,utwente:202200142,0,modelling and programming,0,yes
uns-pmf:M3-21,utwente:202001344,0,probability theory,0,yes
uns-pmf:M3-21,utwente:202500380,0,mathematical statistics,0,yes
uns-pmf:M3-21,utwente:202300018,0,reflection course,0,yes
uns-pmf:M3-21,utwente:202001193,0,introductory mathematics,0,yes
uns-pmf:M3-21,utwente:202300157,0,modelling project,0,yes
uns-pmf:M3-21,utwente:202200243,0,modelling project,0,yes
uns-pmf:M3-21,utwente:202300026,0,mathematical statistics,0,yes
uns-pmf:M3-21,utwente:202400633,0,reflection course,0,yes
uns-pmf:M3-21,utwente:202001215,0,differential equations,0,yes
uns-pmf:M3-21,utwente:202001379,0,graduation project,0,yes
uns-pmf:M-09,utwente:202400633,0,reflection course in mathematics,0,yes
uns-pmf:M-09,utwente:201600167,0,mathematical analysis,0,yes
uns-pmf:M-09,utwente:202001385,0,graduation project,0,yes
uns-pmf:M-09,utwente:202300156,0,modelling project,0,yes
uns-pmf:M-09,utwente:202200142,0,modelling and programming,0,yes
uns-pmf:M-09,utwente:202200239,0,modelling project,0,yes
uns-pmf:M-09,utwente:202400348,0,philosophy of mathematics,0,yes
uns-pmf:M-09,utwente:202300018,0,reflection course,0,yes
uns-pmf:M-09,utwente:202001380,0,reflection course,0,yes
uns-pmf:M-09,utwente:202001379,0,graduation project,0,yes
uns-pmf:M-09,utwente:202400660,0,real analysis,0,yes
uns-pmf:M-09,utwente:202500460,0,real analysis,0,yes
uns-pmf:M-09,utwente:202300196,0,modelling project,0,yes
uns-pmf:I321,utwente:202001234,0,"discrete mathematics, no electronics",0,yes
uns-pmf:I321,utwente:202001193,0,introductory mathematics,0,yes
uns-pmf:I321,utwente:201600167,0,mathematical analysis,0,yes
uns-pmf:I321,utwente:202001237,0,linear algebra,0,yes
uns-pmf:I321,utwente:202001215,0,differential equations,0,yes
uns-pmf:I321,utwente:202200236,0,linear structures,0,yes
uns-pmf:I321,utwente:202400631,0,graph theory,0,yes
uns-pmf:I321,utwente:202200338,0,stochastic simulation,0,yes
uns-pmf:I321,utwente:202200141,0,linear systems,0,yes
uns-pmf:I321,utwente:202200241,0,numerical mathematics,0,yes
uns-pmf:I321,utwente:202200238,0,systems theory in the control sense,0,yes
uns-pmf:I321,utwente:202500369,0,abstract algebra,0,yes
uns-pmf:I321,utwente:202001201,0,calculus,0,yes
uns-pmf:I321,utwente:202500460,0,real analysis,0,yes
uns-pmf:M3-22,utwente:202500460,0,"real analysis, not financial mathematics",0,yes
uns-pmf:M3-22,utwente:202500380,0,mathematical statistics,0,yes
uns-pmf:M3-22,utwente:202300018,0,reflection course,0,yes
uns-pmf:M3-22,utwente:202001193,0,introductory mathematics,0,yes
uns-pmf:M3-22,utwente:202200141,0,linear systems,0,yes
uns-pmf:M3-22,utwente:202001234,0,discrete mathematics,0,yes
uns-pmf:M3-22,utwente:202300055,0,basic calculus,0,yes
uns-pmf:M3-22,utwente:202500369,0,abstract algebra,0,yes
uns-pmf:M3-22,utwente:202001201,0,calculus,0,yes
uns-pmf:M3-22,utwente:201600167,0,mathematical analysis,0,yes
uns-pmf:M3-22,utwente:202300026,0,mathematical statistics,0,yes
uns-pmf:M3-22,utwente:202200142,0,modelling and programming,0,yes
uns-pmf:M3-22,utwente:202300157,0,modelling project,0,yes
uns-pmf:M3-22,utwente:202200243,0,modelling project,0,yes
uns-pmf:M-01,utwente:202001234,1,discrete mathematics touches boolean functions and ordered structures,1,yes
uns-pmf:M-01,utwente:202500367,0,data structures,0,yes
uns-pmf:M-01,utwente:202001193,0,introductory mathematics,0,yes
uns-pmf:M-01,utwente:202500369,1,"abstract algebra covers lattices and boolean algebras, without the minimisation techniques",0,yes
uns-pmf:M-01,utwente:202200141,0,linear systems,0,yes
uns-pmf:M-01,utwente:202001237,0,linear algebra,0,yes
uns-pmf:M-01,utwente:202500460,0,real analysis,0,yes
uns-pmf:M-01,utwente:202300028,0,"nonlinear optimisation, a different notion of optimisation",0,yes
uns-pmf:M-01,utwente:201600167,0,mathematical analysis,0,yes
uns-pmf:M-01,utwente:202200236,0,linear structures,0,yes
uns-pmf:M-01,utwente:202300027,0,"linear optimisation, a different notion of optimisation",0,yes
uns-pmf:M-01,utwente:202200241,0,numerical mathematics,0,yes
uns-pmf:M-01,utwente:202500366,0,discrete algorithms,0,yes
uns-pmf:M-01,utwente:202200142,0,modelling and programming,0,yes
uns-pmf:I331,utwente:202200339,0,stochastic modelling project,0,yes
uns-pmf:I331,utwente:202300018,0,reflection course,0,yes
uns-pmf:I331,utwente:202200338,0,stochastic simulation,0,yes
uns-pmf:I331,utwente:202200142,0,modelling and programming,0,yes
uns-pmf:I331,utwente:202400633,0,reflection course,0,yes
uns-pmf:I331,utwente:202400635,0,sequential decision-making,0,yes
uns-pmf:I331,utwente:202200239,0,modelling project,0,yes
uns-pmf:I331,utwente:202001363,0,algorithm project,0,yes
uns-pmf:I331,utwente:202001385,1,"an independent assignment ending in a report, but a mathematics graduation project",0,yes
uns-pmf:I331,utwente:202400348,0,philosophy of mathematics,0,yes
uns-pmf:I331,utwente:202300028,0,optimisation,0,yes
uns-pmf:I331,utwente:202400634,0,learning theory,0,yes
uns-pmf:I331,utwente:201600167,0,mathematical analysis,0,yes
uns-pmf:I331,utwente:202300026,0,mathematical statistics,0,yes
uns-pmf:I331,utwente:202500367,0,data structures,0,yes
uns-pmf:I331,utwente:202001380,0,reflection course,0,yes
